job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,46382
services,divorced,basic.6y,no,no,no,telephone,may,tue,nonexistent,no,59860
admin.,married,high.school,no,yes,no,telephone,may,tue,nonexistent,no,41487
blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,nonexistent,no,61834
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,54813
technician,married,basic.4y,no,no,yes,telephone,may,tue,nonexistent,no,35312
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,68890
retired,unknown,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,52193
entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,nonexistent,no,62759
blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,nonexistent,no,39427
self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,nonexistent,no,58209
admin.,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,64534
services,married,high.school,no,yes,no,telephone,may,tue,nonexistent,no,47163
technician,single,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,58217
blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,nonexistent,no,51637
entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,40525
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,67901
management,married,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,44900
blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,nonexistent,no,63675
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,49934
management,married,basic.6y,no,no,no,telephone,may,tue,nonexistent,no,64091
technician,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,47808
unknown,married,unknown,unknown,yes,no,telephone,may,tue,nonexistent,no,67093
services,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,69867
self-employed,divorced,university.degree,no,no,no,telephone,may,tue,nonexistent,no,72009
self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,62243
services,single,professional.course,no,yes,yes,telephone,may,tue,nonexistent,no,46215
technician,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,49250
housemaid,married,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no,47351
blue-collar,married,professional.course,no,no,no,telephone,may,tue,nonexistent,no,73497
admin.,divorced,university.degree,no,no,no,telephone,may,tue,nonexistent,no,50388
management,married,unknown,no,yes,no,telephone,may,tue,nonexistent,no,45231
technician,married,professional.course,unknown,no,yes,telephone,may,tue,nonexistent,no,47646
housemaid,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,67799
blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,69775
management,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,38755
admin.,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,35041
blue-collar,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,39072
technician,married,professional.course,no,no,no,telephone,may,tue,nonexistent,yes,51565
technician,married,basic.4y,unknown,no,yes,telephone,may,tue,nonexistent,no,59946
technician,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,65418
blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,nonexistent,no,47518
technician,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,55067
student,single,basic.9y,unknown,yes,no,telephone,may,tue,nonexistent,no,40982
management,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,53044
admin.,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,66607
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,51865
management,married,professional.course,unknown,yes,no,telephone,may,tue,nonexistent,no,66563
unemployed,single,basic.4y,no,yes,no,telephone,may,tue,nonexistent,no,55618
housemaid,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,36223
admin.,single,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,48701
technician,divorced,high.school,no,no,no,telephone,may,tue,nonexistent,no,53842
self-employed,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,34782
blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no,47828
services,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,62400
admin.,married,high.school,no,yes,yes,telephone,may,tue,nonexistent,no,45350
management,married,basic.6y,unknown,no,no,telephone,may,tue,nonexistent,no,56248
management,married,professional.course,unknown,yes,no,telephone,may,tue,nonexistent,no,36653
admin.,married,basic.4y,no,yes,no,telephone,may,tue,nonexistent,no,60350
management,married,university.degree,no,no,no,telephone,may,tue,nonexistent,yes,66532
admin.,divorced,high.school,no,no,no,telephone,may,tue,nonexistent,no,74539
admin.,married,university.degree,unknown,yes,no,telephone,may,tue,nonexistent,no,58789
blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,38425
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,59575
unknown,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,46123
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,59266
management,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,38227
technician,single,high.school,unknown,no,yes,telephone,may,tue,nonexistent,no,58288
services,married,high.school,no,yes,no,telephone,may,tue,nonexistent,no,57095
retired,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,40978
unknown,married,unknown,unknown,yes,no,telephone,may,tue,nonexistent,no,38450
management,married,basic.6y,unknown,yes,yes,telephone,may,tue,nonexistent,no,48768
admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,nonexistent,no,53323
admin.,single,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,71596
housemaid,married,professional.course,unknown,no,no,telephone,may,tue,nonexistent,no,42405
technician,married,unknown,no,yes,no,telephone,may,tue,nonexistent,no,58966
unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,44165
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,39753
services,married,high.school,unknown,unknown,unknown,telephone,may,tue,nonexistent,no,62139
technician,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,66393
admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,nonexistent,no,37725
admin.,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,41096
entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,75687
admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,nonexistent,no,60384
admin.,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,71659
services,divorced,high.school,unknown,yes,no,telephone,may,tue,nonexistent,no,51559
services,married,high.school,unknown,yes,no,telephone,may,tue,nonexistent,yes,63938
entrepreneur,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,37538
technician,single,university.degree,no,no,no,telephone,may,tue,nonexistent,no,56530
unknown,single,unknown,unknown,yes,no,telephone,may,tue,nonexistent,no,47363
technician,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,55187
blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,nonexistent,no,35586
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,45167
entrepreneur,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,71865
entrepreneur,married,high.school,no,yes,no,telephone,may,tue,nonexistent,no,66688
technician,married,unknown,unknown,yes,no,telephone,may,tue,nonexistent,no,69780
housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,nonexistent,no,42133
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,53720
admin.,married,unknown,no,no,no,telephone,may,tue,nonexistent,no,61535
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,36676
blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,nonexistent,no,70673
blue-collar,married,basic.6y,no,no,no,telephone,may,tue,nonexistent,no,61925
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,59923
admin.,single,unknown,unknown,yes,no,telephone,may,tue,nonexistent,no,36227
services,single,high.school,no,no,no,telephone,may,tue,nonexistent,no,68706
admin.,divorced,high.school,no,yes,yes,telephone,may,tue,nonexistent,no,72936
technician,divorced,university.degree,no,no,no,telephone,may,tue,nonexistent,no,58125
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,56348
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,68128
services,married,high.school,unknown,yes,yes,telephone,may,tue,nonexistent,no,55227
blue-collar,married,basic.6y,no,no,no,telephone,may,tue,nonexistent,no,53263
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,37420
services,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,58624
admin.,single,high.school,no,yes,yes,telephone,may,tue,nonexistent,no,58739
blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,53160
admin.,single,basic.6y,unknown,no,no,telephone,may,tue,nonexistent,no,45509
self-employed,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,61159
self-employed,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,57152
blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,72010
technician,married,professional.course,unknown,no,yes,telephone,may,tue,nonexistent,no,54148
entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,68046
self-employed,single,high.school,no,yes,no,telephone,may,tue,nonexistent,no,61307
admin.,married,professional.course,no,yes,yes,telephone,may,tue,nonexistent,no,49582
admin.,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,74607
admin.,single,university.degree,no,yes,yes,telephone,may,tue,nonexistent,no,35875
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,nonexistent,no,64242
admin.,single,university.degree,no,no,no,telephone,may,tue,nonexistent,no,49374
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,63473
entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,nonexistent,no,48062
retired,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,62836
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,61703
technician,married,basic.4y,no,no,yes,telephone,may,tue,nonexistent,no,65412
blue-collar,married,high.school,no,no,yes,telephone,may,tue,nonexistent,yes,49551
technician,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,61042
blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,40765
blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,tue,nonexistent,no,44153
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,58254
blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,nonexistent,no,35998
blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,nonexistent,no,67008
admin.,married,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,39676
admin.,divorced,university.degree,no,unknown,unknown,telephone,may,tue,nonexistent,no,61022
admin.,married,basic.6y,no,yes,no,telephone,may,tue,nonexistent,no,57994
blue-collar,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,71772
technician,married,unknown,no,no,no,telephone,may,tue,nonexistent,no,55457
admin.,single,university.degree,no,no,no,telephone,may,tue,nonexistent,no,71260
entrepreneur,married,professional.course,no,unknown,unknown,telephone,may,tue,nonexistent,no,58397
technician,married,professional.course,no,unknown,unknown,telephone,may,tue,nonexistent,no,64435
blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,nonexistent,no,44089
retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,nonexistent,no,60595
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,60930
admin.,divorced,high.school,no,no,no,telephone,may,tue,nonexistent,no,69727
services,married,high.school,unknown,no,yes,telephone,may,tue,nonexistent,no,49288
management,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,56439
blue-collar,married,unknown,no,no,no,telephone,may,tue,nonexistent,no,63033
management,married,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,70048
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,40034
unknown,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,75607
technician,single,professional.course,no,no,yes,telephone,may,tue,nonexistent,no,56675
unknown,married,unknown,unknown,no,no,telephone,may,tue,nonexistent,no,71161
admin.,single,university.degree,no,no,yes,telephone,may,tue,nonexistent,no,34817
management,married,university.degree,unknown,no,no,telephone,may,tue,nonexistent,no,60056
blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,nonexistent,no,48900
blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,no,67460
blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,nonexistent,no,50856
technician,married,professional.course,no,no,no,telephone,may,tue,nonexistent,no,41743
admin.,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,48554
services,single,high.school,no,unknown,unknown,telephone,may,tue,nonexistent,no,37033
management,married,university.degree,no,no,no,telephone,may,tue,nonexistent,no,67547
technician,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,50342
technician,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,49846
admin.,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,65354
admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,nonexistent,no,65233
services,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,56403
admin.,single,university.degree,no,yes,yes,telephone,may,tue,nonexistent,no,42688
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,36929
blue-collar,married,basic.9y,no,no,no,telephone,may,tue,nonexistent,no,70939
services,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,70591
admin.,single,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,66841
admin.,single,university.degree,no,no,no,telephone,may,tue,nonexistent,no,67099
services,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,39300
blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,no,40200
services,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,70421
blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,nonexistent,no,69909
admin.,married,high.school,no,no,no,telephone,may,tue,nonexistent,no,66162
blue-collar,single,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,73786
management,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,59892
admin.,married,university.degree,no,yes,no,telephone,may,tue,nonexistent,no,59467
technician,married,basic.6y,no,yes,no,telephone,may,tue,nonexistent,no,67150
services,married,high.school,unknown,no,no,telephone,may,tue,nonexistent,no,58203
blue-collar,married,basic.4y,no,no,no,telephone,may,tue,nonexistent,no,68875
technician,married,professional.course,no,yes,no,telephone,may,tue,nonexistent,no,49905
admin.,married,basic.9y,no,yes,no,telephone,may,tue,nonexistent,no,52217
admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,nonexistent,no,37870
